data affmb;
length id$ 8 customerid$ 12	visitid$ 12	itemtype$ 16	Brand$ 12;
105	900009	100001	Chips	Brand21
106	900010	100068	Candy	Brand13
107	900010	100068	Milk	Brand44
108	900010	100068	CatFood	Brand18
109	900010	100068	Candy	Brand15
110	900010	100169	Cookies	Brand22
111	900010	100169	Candy	Brand15
112	900010	100169	Candy	Brand14
113	900010	100169	Milk	Brand44
114	900010	100169	Chips	Brand19
115	900010	100169	HamburgerBuns	Brand33
116	900010	100169	Milk	Brand43
117	900011	100079	Milk	Brand45
118	900011	100079	Chips	Brand20
119	900011	100079	Soap	Brand50
120	900011	100079	Diapers	Brand25
121	900011	100019	HamburgerBuns	Brand33
122	900011	100019	HamburgerBuns	Brand33
123	900011	100019	Chips	Brand19
124	900011	100019	HamburgerBuns	Brand32
125	900011	100019	Bread	Brand12
126	900011	100019	Bread	Brand12
127	900012	100331	Chips	Brand19
128	900012	100331	Chips	Brand19
129	900012	100331	HamburgerBuns	Brand33
130	900012	100331	Chips	Brand21
131	900012	100331	Bread	Brand10
132	900012	100201	DogFood	Brand28
133	900012	100201	Diapers	Brand26
134	900012	100201	Diapers	Brand25
135	900012	100201	DogFood	Brand29
136	900012	100201	Cookies	Brand23
137	900012	100201	HamburgerBuns	Brand32
138	900013	100003	Cookies	Brand22
139	900013	100003	Bread	Brand10
140	900013	100003	LaundryDetergent	Brand37
141	900013	100089	Milk	Brand43
142	900013	100089	Bread	Brand10
143	900013	100089	Antacid	Brand5
144	900013	100089	Chips	Brand19
145	900013	100089	Cookies	Brand22
146	900013	100089	Cookies	Brand22
147	900013	100089	Diapers	Brand26
148	900013	100089	Diapers	Brand26
149	900014	100003	LaundryDetergent	Brand37
150	900014	100003	Cookies	Brand24
151	900014	100003	Chips	Brand21
152	900014	100003	Diapers	Brand25
153	900014	100003	Cookies	Brand24
154	900014	100163	Bread	Brand10
155	900014	100163	Softdrink	Brand54
156	900014	100163	Chips	Brand19
157	900014	100163	Diapers	Brand26
158	900015	100037	Softdrink	Brand54
159	900015	100037	Cookies	Brand23
160	900015	100037	Cookies	Brand24
161	900015	100037	Cookies	Brand22
162	900015	100199	Chips	Brand19
163	900015	100199	DogFood	Brand30
164	900015	100199	LightBulb	Brand42
165	900016	100206	Milk	Brand44
166	900016	100206	DogFood	Brand29
167	900016	100206	Candy	Brand15
168	900016	100206	Diapers	Brand25
169	900016	100206	DogFood	Brand30
170	900016	100225	Milk	Brand45
171	900016	100225	Chips	Brand21
172	900016	100225	LightBulb	Brand41
173	900016	100225	Cookies	Brand22
174	900016	100225	DogFood	Brand28
175	900017	100021	Cookies	Brand24
176	900017	100021	Bread	Brand10
177	900017	100021	CatFood	Brand17
178	900017	100021	Soap	Brand50
179	900017	100021	Cookies	Brand22
180	900017	100021	Milk	Brand44
181	900017	100021	CatFood	Brand17
182	900017	100021	Diapers	Brand27
183	900017	100063	Diapers	Brand27
184	900017	100063	HamburgerBuns	Brand32
185	900017	100063	DogFood	Brand28
186	900017	100063	LaundryDetergent	Brand37
187	900018	100020	Softdrink	Brand53
188	900018	100020	Chips	Brand19
189	900018	100020	MotorOil	Brand46
190	900018	100020	Milk	Brand44
191	900018	100020	Milk	Brand43
192	900018	100020	CatFood	Brand16
193	900018	100020	HamburgerBuns	Brand31
194	900018	100045	Candy	Brand13
195	900018	100045	Chips	Brand19
196	900018	100045	Chips	Brand19
197	900019	100112	HamburgerBuns	Brand32
198	900019	100112	DogFood	Brand30
199	900019	100112	Softdrink	Brand52
200	900019	100112	Bread	Brand11
201	900019	100128	Softdrink	Brand52
202	900019	100128	Milk	Brand43
203	900019	100128	Cookies	Brand22
204	900019	100128	BeefJerky	Brand9
205	900019	100128	Milk	Brand45
206	900020	100167	HamburgerBuns	Brand32
207	900020	100167	Milk	Brand45
208	900020	100167	Cookies	Brand22
209	900020	100060	Soap	Brand50
210	900020	100060	Chips	Brand19
211	900020	100060	Bread	Brand12
212	900020	100060	HamburgerBuns	Brand31
213	900020	100060	Candy	Brand15
214	900020	100060	Cookies	Brand22
215	900021	100023	Candy	Brand15
216	900021	100023	Milk	Brand45
217	900021	100023	DogFood	Brand30
218	900021	100023	Diapers	Brand27
219	900021	100023	Milk	Brand45
220	900021	100023	DogFood	Brand28
221	900021	100023	Diapers	Brand27
222	900021	100023	HamburgerBuns	Brand33
223	900021	100107	HamburgerBuns	Brand32
224	900021	100107	Milk	Brand43
225	900021	100107	Antacid	Brand4
226	900021	100107	Softdrink	Brand52
227	900021	100107	Candy	Brand14
228	900022	100021	Diapers	Brand27
229	900022	100021	Chips	Brand21
230	900022	100021	Milk	Brand44
231	900022	100072	Softdrink	Brand53
232	900022	100072	Diapers	Brand26
233	900022	100072	Diapers	Brand26
234	900022	100072	Milk	Brand45
235	900022	100072	Diapers	Brand27
236	900022	100072	Bread	Brand12
237	900022	100072	Softdrink	Brand54
238	900023	100055	Chips	Brand20
239	900023	100055	Milk	Brand44
240	900023	100055	LaundryDetergent	Brand37
242	900023	100055	Softdrink	Brand53
243	900023	100055	Milk	Brand43
244	900023	100055	HamburgerBuns	Brand33
245	900023	100055	Candy	Brand15
246	900023	100121	Chips	Brand21
247	900023	100121	Chips	Brand19
248	900023	100121	Bread	Brand10
249	900023	100121	HamburgerBuns	Brand33
250	900023	100121	HamburgerBuns	Brand31
251	900023	100121	Bread	Brand10
252	900024	100034	BeefJerky	Brand8
253	900024	100034	Milk	Brand44
254	900024	100034	HamburgerBuns	Brand31
255	900024	100034	CatFood	Brand17
256	900024	100034	Milk	Brand45
257	900024	100043	Cookies	Brand24
258	900024	100043	CatFood	Brand18
259	900024	100043	DogFood	Brand28
260	900024	100043	Bread	Brand12
261	900024	100043	Diapers	Brand26
262	900024	100043	Diapers	Brand26
263	900024	100043	Cookies	Brand22
264	900025	100129	Cookies	Brand22
265	900025	100129	Cookies	Brand23
266	900025	100129	Bread	Brand12
267	900025	100129	Softdrink	Brand52
268	900025	100129	DogFood	Brand29
269	900025	100129	Bread	Brand12
270	900025	100129	Diapers	Brand27
271	900025	100014	Chips	Brand19
272	900025	100014	Chips	Brand19
273	900025	100014	Softdrink	Brand54
274	900025	100014	Antacid	Brand4
275	900025	100014	Diapers	Brand26
276	900025	100014	HamburgerBuns	Brand31
277	900026	100079	Chips	Brand21
278	900026	100079	HamburgerBuns	Brand31
279	900026	100121	Diapers	Brand26
280	900026	100121	Candy	Brand13
281	900026	100121	Softdrink	Brand52
282	900026	100121	Milk	Brand44
283	900026	100121	Candy	Brand14
284	900027	100093	CatFood	Brand18
285	900027	100093	Bread	Brand10
286	900027	100093	Milk	Brand45
287	900027	100096	Milk	Brand45
288	900027	100096	Chips	Brand21
289	900027	100096	Bread	Brand10
290	900027	100096	Diapers	Brand26
291	900027	100096	Cookies	Brand23
292	900028	100155	Chips	Brand21
293	900028	100155	Bread	Brand11
294	900028	100155	Cookies	Brand23
295	900028	100155	Cookies	Brand22
296	900028	100152	Softdrink	Brand52
297	900028	100152	Softdrink	Brand52
298	900028	100152	Chips	Brand19
299	900028	100152	Milk	Brand43
300	900029	100009	CatFood	Brand17
301	900029	100009	HamburgerBuns	Brand33
302	900029	100009	HamburgerBuns	Brand32
303	900029	100019	Milk	Brand44
304	900029	100019	DogFood	Brand30
305	900029	100019	Chips	Brand19
306	900030	100062	Diapers	Brand27
307	900030	100062	Diapers	Brand25
308	900030	100062	Candy	Brand14
309	900030	100062	DogFood	Brand28
310	900030	100062	Softdrink	Brand54
311	900030	100016	Bread	Brand12
312	900030	100016	Soap	Brand49
313	900031	100072	Candy	Brand15
314	900031	100072	CatFood	Brand17
315	900031	100072	Chips	Brand20
316	900031	100072	Milk	Brand44
317	900031	100097	Cookies	Brand24
318	900031	100097	Diapers	Brand26
319	900031	100097	Chips	Brand19
320	900031	100097	Diapers	Brand26
321	900031	100097	Candy	Brand15
322	900032	100027	Softdrink	Brand53
323	900032	100027	Candy	Brand14
324	900032	100027	HamburgerBuns	Brand31
325	900032	100027	Cookies	Brand22
326	900032	100034	CatFood	Brand16
327	900032	100034	Diapers	Brand27
328	900032	100034	Candy	Brand15
329	900032	100034	DogFood	Brand28
330	900032	100034	LightBulb	Brand40
331	900032	100034	Cookies	Brand23
332	900032	100034	Softdrink	Brand52
333	900033	100124	Chips	Brand21
334	900033	100124	CatFood	Brand17
335	900033	100124	Bread	Brand12
336	900033	100124	Softdrink	Brand53
337	900033	100124	Bread	Brand12
338	900033	100059	Cookies	Brand22
339	900033	100059	Cookies	Brand22
340	900033	100059	CatFood	Brand17
341	900033	100059	DogFood	Brand28
342	900033	100059	Chips	Brand21
343	900033	100059	HamburgerBuns	Brand31
344	900033	100059	Cookies	Brand23
345	900033	100059	Chips	Brand19
346	900034	100004	DogFood	Brand30
347	900034	100004	Cookies	Brand22
348	900034	100004	Milk	Brand44
349	900034	100075	Bread	Brand10
350	900034	100075	DogFood	Brand30
351	900034	100075	CatFood	Brand17
352	900034	100075	Bread	Brand10
353	900034	100075	CatFood	Brand17
354	900035	100124	Chips	Brand20
355	900035	100124	DogFood	Brand28
356	900035	100124	Bread	Brand12
357	900035	100135	Cookies	Brand24
358	900035	100135	LaundryDetergent	Brand39
359	900035	100135	LaundryDetergent	Brand39
360	900036	100107	Softdrink	Brand53
361	900036	100107	Milk	Brand43
362	900036	100107	HamburgerBuns	Brand31
363	900036	100107	Soap	Brand49
364	900036	100107	Candy	Brand15
365	900036	100107	Cookies	Brand23
366	900036	100060	Cookies	Brand23
367	900036	100060	Softdrink	Brand53
368	900036	100060	Cookies	Brand22
369	900036	100060	Softdrink	Brand54
370	900037	100035	Bread	Brand12
371	900037	100035	Chips	Brand21
372	900037	100020	LaundryDetergent	Brand37
373	900037	100020	Diapers	Brand26
374	900037	100020	Candy	Brand15
375	900037	100020	Candy	Brand13
376	900038	100025	Milk	Brand44
377	900038	100025	Softdrink	Brand53
378	900038	100025	Milk	Brand44
379	900038	100025	CatFood	Brand18
380	900038	100025	HamburgerBuns	Brand32
381	900038	100025	Candy	Brand14
382	900038	100025	Cookies	Brand23
383	900038	100025	Bread	Brand11
384	900038	100101	Chips	Brand20
385	900038	100101	LaundryDetergent	Brand38
386	900038	100101	Chips	Brand21
387	900038	100101	Diapers	Brand27
388	900038	100101	Milk	Brand44
389	900039	100036	Candy	Brand14
390	900039	100036	BeefJerky	Brand8
391	900039	100036	Milk	Brand45
392	900039	100036	HamburgerBuns	Brand32
393	900039	100036	DogFood	Brand28
394	900039	100134	BeefJerky	Brand7
395	900039	100134	CatFood	Brand18
396	900039	100134	Chips	Brand21
397	900039	100134	MotorOil	Brand47
398	900040	100008	Diapers	Brand27
399	900040	100008	Milk	Brand45
400	900040	100008	LightBulb	Brand40
401	900040	100008	Candy	Brand13
402	900040	100008	Diapers	Brand25
403	900040	100008	Diapers	Brand25
404	900040	100008	Candy	Brand14
405	900040	100114	Cookies	Brand24
406	900040	100114	LightBulb	Brand42
407	900040	100114	Softdrink	Brand54
408	900040	100114	Bread	Brand12
409	900041	100081	Bread	Brand11
410	900041	100081	Bread	Brand11
411	900041	100081	Cookies	Brand22
412	900041	100045	InkPen	Brand34
413	900041	100045	Chips	Brand21
414	900041	100045	InkPen	Brand34
415	900042	100005	Bread	Brand12
416	900042	100005	Candy	Brand14
417	900042	100005	Milk	Brand45
418	900042	100059	Candy	Brand15
419	900042	100059	Candy	Brand13
420	900042	100059	Softdrink	Brand54
421	900042	100059	Antacid	Brand4
422	900042	100059	Diapers	Brand26
423	900043	100059	CatFood	Brand16
424	900043	100059	Milk	Brand44
425	900043	100059	Chips	Brand21
426	900043	100059	Chips	Brand21
427	900043	100059	Cookies	Brand22
428	900043	100059	Softdrink	Brand54
429	900043	100059	DogFood	Brand28
430	900043	100007	CatFood	Brand18
431	900043	100007	Bread	Brand10
432	900044	100059	Milk	Brand44
433	900044	100059	HamburgerBuns	Brand31
434	900044	100059	Bread	Brand12
435	900044	100054	Cookies	Brand22
436	900044	100054	CatFood	Brand17
437	900044	100054	Chips	Brand21
438	900044	100054	Softdrink	Brand52
439	900044	100054	DogFood	Brand28
440	900045	100092	Cookies	Brand23
441	900045	100092	Diapers	Brand26
442	900045	100026	Softdrink	Brand52
443	900045	100026	HamburgerBuns	Brand32
444	900045	100026	Milk	Brand43
445	900045	100026	CatFood	Brand16
446	900046	100007	Milk	Brand45
447	900046	100007	DogFood	Brand28
448	900046	100007	Milk	Brand45
449	900046	100007	Cookies	Brand24
450	900046	100009	Diapers	Brand25
451	900046	100009	Softdrink	Brand53
452	900046	100009	LaundryDetergent	Brand39
453	900046	100009	Softdrink	Brand53
454	900046	100009	Milk	Brand45
455	900046	100009	Candy	Brand13
456	900046	100009	Antacid	Brand4
457	900046	100009	Chips	Brand19
458	900047	100063	Softdrink	Brand52
459	900047	100063	LightBulb	Brand42
460	900047	100063	HamburgerBuns	Brand33
461	900047	100063	Diapers	Brand27
462	900047	100063	Diapers	Brand27
463	900047	100063	Candy	Brand15
464	900047	100027	Cookies	Brand22
465	900047	100027	Milk	Brand44
466	900047	100027	DogFood	Brand29
467	900047	100027	Bread	Brand12
468	900047	100027	Milk	Brand43
469	900047	100027	Cookies	Brand23
470	900047	100027	Cookies	Brand22
471	900047	100027	Candy	Brand15
472	900048	100073	CatFood	Brand18
473	900048	100073	Diapers	Brand27
474	900048	100073	Diapers	Brand25
475	900048	100073	Diapers	Brand25
476	900048	100019	LaundryDetergent	Brand39
477	900048	100019	Milk	Brand45
478	900048	100019	HamburgerBuns	Brand31
479	900049	100011	Chips	Brand21
480	900049	100011	Softdrink	Brand52
481	900049	100011	Milk	Brand44
482	900049	100011	Diapers	Brand26
483	900049	100011	Milk	Brand45
484	900049	100016	Milk	Brand43
485	900049	100016	Chips	Brand20
486	900049	100016	Diapers	Brand25
487	900049	100016	Bread	Brand10
488	900049	100016	InkPen	Brand34
489	900050	100076	Bread	Brand10
490	900050	100076	Softdrink	Brand52
491	900050	100076	HamburgerBuns	Brand33
492	900050	100076	Candy	Brand13
493	900050	100076	CatFood	Brand16
494	900050	100076	Candy	Brand14
495	900050	100076	Chips	Brand21
496	900050	100076	Bread	Brand12
497	900050	100076	Chips	Brand21
498	900050	100093	Candy	Brand13
499	900050	100093	HamburgerBuns	Brand31
500	900050	100093	Diapers	Brand27
501	900050	100093	Softdrink	Brand54
502	900051	100055	LaundryDetergent	Brand38
503	900051	100055	Milk	Brand45
504	900051	100055	LaundryDetergent	Brand39
505	900051	100055	Diapers	Brand25
506	900051	100017	Milk	Brand45
507	900051	100017	Bread	Brand11
508	900051	100017	Cookies	Brand23
509	900051	100017	HamburgerBuns	Brand33
510	900051	100017	HamburgerBuns	Brand32
511	900051	100017	HamburgerBuns	Brand32
512	900051	100017	Milk	Brand43
513	900051	100017	DogFood	Brand30
514	900051	100017	Cookies	Brand22
515	900051	100017	Soap	Brand49
516	900052	100060	Softdrink	Brand52
517	900052	100048	CatFood	Brand17
518	900052	100048	Cookies	Brand22
519	900053	100060	Chips	Brand19
520	900053	100060	Candy	Brand14
521	900053	100060	Candy	Brand14
522	900053	100060	Cookies	Brand22
523	900053	100060	LaundryDetergent	Brand37
524	900053	100060	Softdrink	Brand52
525	900053	100060	Diapers	Brand26
526	900053	100002	CatFood	Brand18
527	900053	100002	Bread	Brand11
528	900053	100002	Softdrink	Brand52
529	900053	100002	InkPen	Brand34
530	900053	100002	Softdrink	Brand52
531	900053	100002	Softdrink	Brand54
532	900053	100002	Softdrink	Brand53
533	900054	100021	DogFood	Brand30
534	900054	100021	Milk	Brand43
535	900054	100021	Softdrink	Brand54
536	900054	100021	Chips	Brand19
537	900054	100021	Diapers	Brand25
538	900054	100021	Softdrink	Brand54
539	900054	100046	Cookies	Brand22
540	900054	100046	Milk	Brand44
541	900055	100020	Bread	Brand11
542	900055	100020	Milk	Brand45
543	900055	100020	Diapers	Brand26
544	900055	100020	Cookies	Brand24
545	900055	100020	Milk	Brand44
546	900055	100063	CatFood	Brand18
547	900055	100063	ToothPaste	Brand55
548	900055	100063	Softdrink	Brand53
549	900055	100063	DogFood	Brand30
550	900055	100063	Chips	Brand21
551	900056	100096	Bread	Brand12
552	900056	100022	Milk	Brand43
553	900056	100022	Milk	Brand45
554	900056	100022	Soap	Brand50
555	900056	100022	Cookies	Brand22
556	900056	100022	Milk	Brand44
557	900056	100022	Milk	Brand45
558	900056	100022	Diapers	Brand26
559	900056	100022	Cookies	Brand23
560	900057	100050	Cookies	Brand23
561	900057	100050	Chips	Brand20
562	900057	100050	Softdrink	Brand54
563	900057	100050	Cookies	Brand24
564	900057	100050	Diapers	Brand27
565	900057	100050	Diapers	Brand26
566	900057	100050	Milk	Brand44
567	900057	100050	Milk	Brand44
568	900057	100063	Milk	Brand44
569	900058	100089	Candy	Brand14
570	900058	100021	Chips	Brand19
571	900058	100021	Softdrink	Brand53
572	900058	100021	Milk	Brand43
573	900058	100021	Diapers	Brand25
574	900058	100021	Antacid	Brand6
575	900058	100021	CatFood	Brand16
576	900058	100021	Diapers	Brand25
577	900058	100021	Chips	Brand21
578	900058	100021	Antacid	Brand5
579	900058	100021	Milk	Brand43
580	900059	100038	DogFood	Brand29
581	900059	100038	Chips	Brand20
582	900059	100038	Bread	Brand11
583	900059	100038	Diapers	Brand25
584	900059	100038	DogFood	Brand30
585	900059	100038	HamburgerBuns	Brand33
586	900059	100038	Milk	Brand44
587	900059	100038	Milk	Brand45
588	900059	100038	HamburgerBuns	Brand32
589	900059	100052	Diapers	Brand25
590	900059	100052	Bread	Brand10
591	900059	100052	Chips	Brand19
592	900059	100052	Chips	Brand20
593	900059	100052	Milk	Brand44
594	900059	100052	HamburgerBuns	Brand32
595	900060	100021	CatFood	Brand16
596	900060	100021	Bread	Brand10
597	900060	100021	Diapers	Brand25
598	900060	100021	Chips	Brand20
599	900060	100021	Candy	Brand14
600	900060	100021	Bread	Brand12
601	900060	100021	Candy	Brand13
602	900060	100021	Bread	Brand11
603	900060	100034	Cookies	Brand23
604	900060	100034	Diapers	Brand27
605	900060	100034	Soap	Brand49
606	900060	100034	DogFood	Brand29
607	900060	100034	BeefJerky	Brand7
608	900060	100034	Ammunition	Brand2
609	900060	100034	Milk	Brand43
610	900060	100034	Chips	Brand21
611	900061	100061	Bread	Brand10
612	900061	100079	Softdrink	Brand53
613	900061	100079	Diapers	Brand25
614	900061	100079	Softdrink	Brand54
615	900061	100079	HamburgerBuns	Brand31
616	900061	100079	Cookies	Brand22
617	900061	100079	Bread	Brand11
618	900062	100023	Milk	Brand43
619	900062	100023	Bread	Brand10
620	900062	100023	Softdrink	Brand52
621	900062	100072	Cookies	Brand22
622	900062	100072	Chips	Brand21
623	900063	100063	Milk	Brand43
624	900063	100063	Softdrink	Brand53
625	900063	100063	Diapers	Brand27
626	900063	100063	Diapers	Brand27
627	900063	100019	Candy	Brand15
628	900063	100019	Milk	Brand44
629	900063	100019	Candy	Brand14
630	900063	100019	Softdrink	Brand53
631	900063	100019	Bread	Brand12
632	900063	100019	Soap	Brand51
633	900063	100019	Diapers	Brand27
634	900064	100046	CatFood	Brand18
635	900064	100019	Diapers	Brand25
636	900064	100019	Cookies	Brand24
637	900064	100019	Chips	Brand19
638	900064	100019	CatFood	Brand17
639	900064	100019	Bread	Brand10
640	900064	100019	Milk	Brand43
641	900065	100055	Milk	Brand45
642	900065	100055	Chips	Brand20
643	900065	100072	Bread	Brand11
644	900065	100072	CatFood	Brand18
645	900065	100072	Softdrink	Brand53
646	900066	100015	Softdrink	Brand53
647	900066	100015	Milk	Brand43
648	900066	100065	Bread	Brand11
649	900066	100065	Candy	Brand14
650	900066	100065	Antacid	Brand6
651	900066	100065	Bread	Brand10
652	900066	100065	Diapers	Brand26
653	900066	100065	LaundryDetergent	Brand37
654	900067	100014	Chips	Brand19
655	900067	100014	Chips	Brand20
656	900067	100014	Milk	Brand45
657	900067	100014	Diapers	Brand26
658	900067	100014	Milk	Brand45
659	900067	100014	Diapers	Brand25
660	900067	100014	Chips	Brand20
661	900067	100014	DogFood	Brand29
662	900067	100041	Candy	Brand15
663	900067	100041	Diapers	Brand25
664	900067	100041	Bread	Brand12
665	900067	100041	Milk	Brand45
666	900067	100041	LaundryDetergent	Brand39
667	900067	100041	Chips	Brand20
668	900068	100031	Diapers	Brand27
669	900068	100020	Diapers	Brand25
670	900068	100020	Milk	Brand45
671	900068	100020	Bread	Brand11
672	900068	100020	Milk	Brand45
673	900068	100020	Antacid	Brand4
674	900069	100004	Bread	Brand11
675	900069	100004	Chips	Brand20
676	900069	100004	Bread	Brand12
677	900069	100004	Bread	Brand10
678	900069	100004	Softdrink	Brand52
679	900069	100004	LaundryDetergent	Brand39
680	900069	100055	Milk	Brand44
681	900069	100055	Bread	Brand10
682	900069	100055	Softdrink	Brand54
683	900069	100055	CatFood	Brand16
684	900070	100059	Bread	Brand12
685	900070	100059	CatFood	Brand18
686	900070	100041	Chips	Brand21
687	900070	100041	Chips	Brand19
688	900070	100041	InkPen	Brand34
689	900070	100041	Cookies	Brand24
690	900070	100041	CatFood	Brand18
691	900070	100041	Chips	Brand21
692	900070	100041	Diapers	Brand26
693	900070	100041	BeefJerky	Brand7
694	900070	100041	LightBulb	Brand41
695	900071	100011	Milk	Brand44
696	900071	100011	Bread	Brand11
697	900071	100011	HamburgerBuns	Brand31
698	900071	100011	Diapers	Brand26
699	900071	100035	Cookies	Brand23
700	900071	100035	Diapers	Brand27
701	900071	100035	Cookies	Brand23
702	900071	100035	Cookies	Brand23
703	900071	100035	LaundryDetergent	Brand37
704	900072	100006	Milk	Brand43
705	900072	100006	Bread	Brand12
706	900072	100006	CatFood	Brand16
707	900072	100006	Milk	Brand45
708	900072	100006	Candy	Brand14
709	900072	100006	Cookies	Brand24
710	900072	100006	Cookies	Brand24
711	900072	100006	Bread	Brand11
712	900073	100017	DogFood	Brand30
713	900073	100017	Milk	Brand45
714	900073	100017	Bread	Brand12
715	900073	100017	Bread	Brand11
716	900073	100041	DogFood	Brand30
717	900073	100041	Candy	Brand13
718	900073	100041	Softdrink	Brand52
719	900074	100002	Softdrink	Brand52
720	900074	100002	Chips	Brand21
721	900074	100002	Milk	Brand45
722	900074	100002	Milk	Brand43
723	900074	100002	Chips	Brand21
724	900074	100002	Candy	Brand15
725	900074	100016	Candy	Brand15
726	900074	100016	Chips	Brand19
727	900074	100016	Milk	Brand45
728	900074	100016	Cookies	Brand23
729	900075	100041	Candy	Brand13
730	900075	100041	Cookies	Brand24
731	900075	100041	Milk	Brand44
732	900075	100041	Cookies	Brand23
733	900075	100025	HamburgerBuns	Brand31
734	900075	100025	Antacid	Brand6
735	900075	100025	Milk	Brand44
736	900075	100025	Softdrink	Brand52
737	900075	100025	Candy	Brand14
738	900076	100022	Softdrink	Brand54
739	900076	100022	Milk	Brand45
740	900076	100022	Softdrink	Brand53
741	900076	100002	Chips	Brand21
742	900076	100002	DogFood	Brand28
743	900076	100002	Softdrink	Brand54
744	900076	100002	Softdrink	Brand54
745	900076	100002	Cookies	Brand24
746	900076	100002	Chips	Brand19
747	900076	100002	Bread	Brand10
748	900076	100002	LaundryDetergent	Brand38
749	900077	100012	Softdrink	Brand53
750	900077	100012	Softdrink	Brand54
751	900077	100012	Diapers	Brand25
752	900077	100012	Cookies	Brand23
753	900077	100012	Cookies	Brand24
754	900077	100010	HamburgerBuns	Brand32
755	900077	100010	Chips	Brand21
756	900077	100010	Diapers	Brand25
757	900077	100010	Candy	Brand13
758	900077	100010	Cookies	Brand23
759	900077	100010	ToothPaste	Brand57
760	900078	100022	Milk	Brand43
761	900078	100022	Bread	Brand12
762	900078	100022	Vitamins	Brand58
763	900078	100022	LightBulb	Brand42
764	900078	100022	Chips	Brand20
765	900078	100037	Milk	Brand44
766	900078	100037	Candy	Brand15
767	900078	100037	Diapers	Brand25
768	900078	100037	Chips	Brand21
769	900078	100037	Cookies	Brand22
770	900079	100011	CatFood	Brand16
